State,Time Period Start Date,Time Period End Date,Value,Low CI,High CI,Confidence Interval,Year,Start_Month
Tennessee,2020-05-07,2020-05-12,34.7,28.3,41.7,28.3 - 41.7,2020,May
Texas,2020-05-07,2020-05-12,35.9,31.4,40.6,31.4 - 40.6,2020,May
Utah,2020-05-07,2020-05-12,30.4,25.1,36.2,25.1 - 36.2,2020,May
Vermont,2020-05-07,2020-05-12,35.7,29.2,42.7,29.2 - 42.7,2020,May
Virginia,2020-05-07,2020-05-12,30.6,25.3,36.3,25.3 - 36.3,2020,May
Washington,2020-05-07,2020-05-12,35,30.8,39.3,30.8 - 39.3,2020,May
West Virginia,2020-05-07,2020-05-12,39,32.1,46.3,32.1 - 46.3,2020,May
Wisconsin,2020-05-07,2020-05-12,29.7,23.5,36.5,23.5 - 36.5,2020,May
Wyoming,2020-05-07,2020-05-12,27.9,19.3,37.9,19.3 - 37.9,2020,May
Alabama,2020-05-14,2020-05-19,19.6,15.6,24.2,15.6 - 24.2,2020,May
Alaska,2020-05-14,2020-05-19,23.6,19.5,28.2,19.5 - 28.2,2020,May
Arizona,2020-05-14,2020-05-19,20,16.3,24.2,16.3 - 24.2,2020,May
Arkansas,2020-05-14,2020-05-19,28.9,24.4,33.6,24.4 - 33.6,2020,May
California,2020-05-14,2020-05-19,28.7,25.3,32.4,25.3 - 32.4,2020,May
Colorado,2020-05-14,2020-05-19,23.7,19.9,27.8,19.9 - 27.8,2020,May
Connecticut,2020-05-14,2020-05-19,20.2,16.5,24.3,16.5 - 24.3,2020,May
Delaware,2020-05-14,2020-05-19,21.8,17.9,26.2,17.9 - 26.2,2020,May
District of Columbia,2020-05-14,2020-05-19,25.9,18.9,33.9,18.9 - 33.9,2020,May
Florida,2020-05-14,2020-05-19,24.3,21.1,27.7,21.1 - 27.7,2020,May
Georgia,2020-05-14,2020-05-19,24.8,20.7,29.2,20.7 - 29.2,2020,May
Hawaii,2020-05-14,2020-05-19,21.3,16.5,26.8,16.5 - 26.8,2020,May
Idaho,2020-05-14,2020-05-19,18.1,14.1,22.8,14.1 - 22.8,2020,May
Illinois,2020-05-14,2020-05-19,24.3,20.4,28.5,20.4 - 28.5,2020,May
Indiana,2020-05-14,2020-05-19,24.5,20.2,29.2,20.2 - 29.2,2020,May
Iowa,2020-05-14,2020-05-19,18.6,14.1,23.9,14.1 - 23.9,2020,May
Kansas,2020-05-14,2020-05-19,21.2,17.9,24.8,17.9 - 24.8,2020,May
Kentucky,2020-05-14,2020-05-19,22.8,18.8,27.1,18.8 - 27.1,2020,May
Louisiana,2020-05-14,2020-05-19,26.5,21.3,32.1,21.3 - 32.1,2020,May
Maine,2020-05-14,2020-05-19,25.6,20.3,31.4,20.3 - 31.4,2020,May
Maryland,2020-05-14,2020-05-19,20.8,17.9,24,17.9 - 24.0,2020,May
Massachusetts,2020-05-14,2020-05-19,22.8,20.4,25.4,20.4 - 25.4,2020,May
Michigan,2020-05-14,2020-05-19,27.9,23.8,32.2,23.8 - 32.2,2020,May
Minnesota,2020-05-14,2020-05-19,20,16.5,23.9,16.5 - 23.9,2020,May
Mississippi,2020-05-14,2020-05-19,36.4,30.8,42.4,30.8 - 42.4,2020,May
Missouri,2020-05-14,2020-05-19,24.3,19.1,30,19.1 - 30.0,2020,May
Montana,2020-05-14,2020-05-19,21.1,16.3,26.6,16.3 - 26.6,2020,May
Nebraska,2020-05-14,2020-05-19,20.4,16.2,25.2,16.2 - 25.2,2020,May
Nevada,2020-05-14,2020-05-19,26.9,22.6,31.6,22.6 - 31.6,2020,May
New Hampshire,2020-05-14,2020-05-19,20.3,16.8,24.2,16.8 - 24.2,2020,May
New Jersey,2020-05-14,2020-05-19,26.9,22.5,31.6,22.5 - 31.6,2020,May
New Mexico,2020-05-14,2020-05-19,28.4,23.9,33.3,23.9 - 33.3,2020,May
New York,2020-05-14,2020-05-19,23.8,20,28,20.0 - 28.0,2020,May
North Carolina,2020-05-14,2020-05-19,22.6,17.3,28.7,17.3 - 28.7,2020,May
North Dakota,2020-05-14,2020-05-19,22.5,16.9,29,16.9 - 29.0,2020,May
Ohio,2020-05-14,2020-05-19,27,21.8,32.7,21.8 - 32.7,2020,May
Oklahoma,2020-05-14,2020-05-19,25.7,20.2,31.7,20.2 - 31.7,2020,May
Oregon,2020-05-14,2020-05-19,22.7,19.4,26.4,19.4 - 26.4,2020,May
Pennsylvania,2020-05-14,2020-05-19,19.8,16.1,24,16.1 - 24.0,2020,May
Rhode Island,2020-05-14,2020-05-19,18.8,14.3,24,14.3 - 24.0,2020,May
South Carolina,2020-05-14,2020-05-19,25.3,21.3,29.7,21.3 - 29.7,2020,May
South Dakota,2020-05-14,2020-05-19,22.7,16.7,29.7,16.7 - 29.7,2020,May
Tennessee,2020-05-14,2020-05-19,25.6,21.6,29.9,21.6 - 29.9,2020,May
Texas,2020-05-14,2020-05-19,24.9,21.8,28.1,21.8 - 28.1,2020,May
Utah,2020-05-14,2020-05-19,21.2,17.8,24.9,17.8 - 24.9,2020,May
Vermont,2020-05-14,2020-05-19,19,15.4,23.1,15.4 - 23.1,2020,May
Virginia,2020-05-14,2020-05-19,25.4,21.7,29.4,21.7 - 29.4,2020,May
Washington,2020-05-14,2020-05-19,23.2,20.2,26.5,20.2 - 26.5,2020,May
West Virginia,2020-05-14,2020-05-19,27,20.9,33.9,20.9 - 33.9,2020,May
Wisconsin,2020-05-14,2020-05-19,20.3,16.3,24.7,16.3 - 24.7,2020,May
Wyoming,2020-05-14,2020-05-19,20.7,15.1,27.2,15.1 - 27.2,2020,May
Alabama,2020-05-14,2020-05-19,20.7,16.7,25.1,16.7 - 25.1,2020,May
Alaska,2020-05-14,2020-05-19,26.2,22,30.7,22.0 - 30.7,2020,May
Arizona,2020-05-14,2020-05-19,29,25.1,33.2,25.1 - 33.2,2020,May
Arkansas,2020-05-14,2020-05-19,28.7,24.7,32.9,24.7 - 32.9,2020,May
California,2020-05-14,2020-05-19,32.3,29,35.7,29.0 - 35.7,2020,May
Colorado,2020-05-14,2020-05-19,27.6,24.2,31.3,24.2 - 31.3,2020,May
Connecticut,2020-05-14,2020-05-19,28.7,24.2,33.5,24.2 - 33.5,2020,May
Delaware,2020-05-14,2020-05-19,26.6,22,31.6,22.0 - 31.6,2020,May
District of Columbia,2020-05-14,2020-05-19,33.3,26,41.3,26.0 - 41.3,2020,May
Florida,2020-05-14,2020-05-19,28.2,25.1,31.4,25.1 - 31.4,2020,May
Georgia,2020-05-14,2020-05-19,27.6,23.7,31.7,23.7 - 31.7,2020,May
Hawaii,2020-05-14,2020-05-19,24.1,19,29.8,19.0 - 29.8,2020,May
Idaho,2020-05-14,2020-05-19,24,19.4,29.2,19.4 - 29.2,2020,May
Illinois,2020-05-14,2020-05-19,28.5,24.7,32.6,24.7 - 32.6,2020,May
Indiana,2020-05-14,2020-05-19,32.6,27.5,38,27.5 - 38.0,2020,May
Iowa,2020-05-14,2020-05-19,19,14.7,24,14.7 - 24.0,2020,May
Kansas,2020-05-14,2020-05-19,26.7,22.8,30.9,22.8 - 30.9,2020,May
Kentucky,2020-05-14,2020-05-19,27.7,23.5,32.2,23.5 - 32.2,2020,May
Louisiana,2020-05-14,2020-05-19,27.9,22.8,33.5,22.8 - 33.5,2020,May
Maine,2020-05-14,2020-05-19,30.6,24.7,36.9,24.7 - 36.9,2020,May
Maryland,2020-05-14,2020-05-19,28.3,25.1,31.7,25.1 - 31.7,2020,May
Massachusetts,2020-05-14,2020-05-19,27.4,24.1,30.9,24.1 - 30.9,2020,May
Michigan,2020-05-14,2020-05-19,28.5,24.4,32.9,24.4 - 32.9,2020,May
Minnesota,2020-05-14,2020-05-19,27.1,22.7,31.9,22.7 - 31.9,2020,May
Mississippi,2020-05-14,2020-05-19,36.1,29.1,43.6,29.1 - 43.6,2020,May
Missouri,2020-05-14,2020-05-19,30.4,25.2,36,25.2 - 36.0,2020,May
Montana,2020-05-14,2020-05-19,25.7,20.7,31.1,20.7 - 31.1,2020,May
Nebraska,2020-05-14,2020-05-19,23.3,18.8,28.4,18.8 - 28.4,2020,May
Nevada,2020-05-14,2020-05-19,29,25,33.3,25.0 - 33.3,2020,May
New Hampshire,2020-05-14,2020-05-19,25.2,21.2,29.5,21.2 - 29.5,2020,May
New Jersey,2020-05-14,2020-05-19,34.4,29.1,40,29.1 - 40.0,2020,May
New Mexico,2020-05-14,2020-05-19,29.6,25.4,34.2,25.4 - 34.2,2020,May
New York,2020-05-14,2020-05-19,26.8,23.1,30.8,23.1 - 30.8,2020,May
North Carolina,2020-05-14,2020-05-19,28.4,23.4,33.9,23.4 - 33.9,2020,May
North Dakota,2020-05-14,2020-05-19,26.2,19.7,33.5,19.7 - 33.5,2020,May
Ohio,2020-05-14,2020-05-19,26.2,22.5,30.2,22.5 - 30.2,2020,May
Oklahoma,2020-05-14,2020-05-19,25.2,19.8,31.3,19.8 - 31.3,2020,May
Oregon,2020-05-14,2020-05-19,24.2,20.3,28.4,20.3 - 28.4,2020,May
Pennsylvania,2020-05-14,2020-05-19,25.8,22.3,29.5,22.3 - 29.5,2020,May
Rhode Island,2020-05-14,2020-05-19,23.9,18.8,29.6,18.8 - 29.6,2020,May
South Carolina,2020-05-14,2020-05-19,28.5,23.8,33.5,23.8 - 33.5,2020,May
South Dakota,2020-05-14,2020-05-19,22.3,16.4,29.1,16.4 - 29.1,2020,May
Tennessee,2020-05-14,2020-05-19,24.8,20.5,29.5,20.5 - 29.5,2020,May
Texas,2020-05-14,2020-05-19,28.8,26.1,31.7,26.1 - 31.7,2020,May
Utah,2020-05-14,2020-05-19,26.1,22.4,30.1,22.4 - 30.1,2020,May
Vermont,2020-05-14,2020-05-19,25.8,21.5,30.4,21.5 - 30.4,2020,May
Virginia,2020-05-14,2020-05-19,26.8,23.3,30.6,23.3 - 30.6,2020,May
Washington,2020-05-14,2020-05-19,28.9,25.8,32.1,25.8 - 32.1,2020,May
West Virginia,2020-05-14,2020-05-19,29.3,22,37.4,22.0 - 37.4,2020,May
Wisconsin,2020-05-14,2020-05-19,23.4,18.8,28.5,18.8 - 28.5,2020,May
Wyoming,2020-05-14,2020-05-19,24.1,17.7,31.6,17.7 - 31.6,2020,May
Alabama,2020-05-14,2020-05-19,25.2,20.5,30.3,20.5 - 30.3,2020,May
Alaska,2020-05-14,2020-05-19,32.7,27.8,37.9,27.8 - 37.9,2020,May
Arizona,2020-05-14,2020-05-19,32.1,28,36.3,28.0 - 36.3,2020,May
Arkansas,2020-05-14,2020-05-19,35.2,30.9,39.7,30.9 - 39.7,2020,May
California,2020-05-14,2020-05-19,38.8,35.1,42.6,35.1 - 42.6,2020,May
Colorado,2020-05-14,2020-05-19,33.1,29.2,37.1,29.2 - 37.1,2020,May
Connecticut,2020-05-14,2020-05-19,33.9,29.1,39.1,29.1 - 39.1,2020,May
Delaware,2020-05-14,2020-05-19,31.8,26.8,37.1,26.8 - 37.1,2020,May
District of Columbia,2020-05-14,2020-05-19,37.3,29.7,45.4,29.7 - 45.4,2020,May
Florida,2020-05-14,2020-05-19,33.5,30.2,37,30.2 - 37.0,2020,May
Georgia,2020-05-14,2020-05-19,33.6,29.1,38.3,29.1 - 38.3,2020,May
Hawaii,2020-05-14,2020-05-19,29.1,23.4,35.4,23.4 - 35.4,2020,May
Idaho,2020-05-14,2020-05-19,27.6,22.5,33.2,22.5 - 33.2,2020,May
Illinois,2020-05-14,2020-05-19,35.2,31.1,39.4,31.1 - 39.4,2020,May
Indiana,2020-05-14,2020-05-19,37.3,32.4,42.5,32.4 - 42.5,2020,May
Iowa,2020-05-14,2020-05-19,23.8,19,29.1,19.0 - 29.1,2020,May
Kansas,2020-05-14,2020-05-19,31.1,27,35.4,27.0 - 35.4,2020,May
Kentucky,2020-05-14,2020-05-19,35.5,30.7,40.4,30.7 - 40.4,2020,May
Louisiana,2020-05-14,2020-05-19,34.2,28.3,40.6,28.3 - 40.6,2020,May
Maine,2020-05-14,2020-05-19,34.2,28.5,40.1,28.5 - 40.1,2020,May
Maryland,2020-05-14,2020-05-19,32.7,28.8,36.8,28.8 - 36.8,2020,May
Massachusetts,2020-05-14,2020-05-19,32,28.8,35.4,28.8 - 35.4,2020,May
Michigan,2020-05-14,2020-05-19,35,30.7,39.5,30.7 - 39.5,2020,May
Minnesota,2020-05-14,2020-05-19,29.7,25.2,34.5,25.2 - 34.5,2020,May
Mississippi,2020-05-14,2020-05-19,44.3,37.4,51.3,37.4 - 51.3,2020,May
Missouri,2020-05-14,2020-05-19,35.4,29.6,41.6,29.6 - 41.6,2020,May
Montana,2020-05-14,2020-05-19,29.7,24.4,35.4,24.4 - 35.4,2020,May
Nebraska,2020-05-14,2020-05-19,26.2,21.5,31.3,21.5 - 31.3,2020,May
Nevada,2020-05-14,2020-05-19,36.9,32.8,41.2,32.8 - 41.2,2020,May
New Hampshire,2020-05-14,2020-05-19,28.8,24.5,33.3,24.5 - 33.3,2020,May
New Jersey,2020-05-14,2020-05-19,39.3,34,44.8,34.0 - 44.8,2020,May
New Mexico,2020-05-14,2020-05-19,37.4,32.7,42.3,32.7 - 42.3,2020,May
New York,2020-05-14,2020-05-19,34.9,30.5,39.5,30.5 - 39.5,2020,May
North Carolina,2020-05-14,2020-05-19,32.2,26.8,38,26.8 - 38.0,2020,May
North Dakota,2020-05-14,2020-05-19,31.9,24.9,39.4,24.9 - 39.4,2020,May
Ohio,2020-05-14,2020-05-19,33.9,28.5,39.5,28.5 - 39.5,2020,May
Oklahoma,2020-05-14,2020-05-19,29.8,24.2,35.9,24.2 - 35.9,2020,May
Oregon,2020-05-14,2020-05-19,31.7,27.8,35.7,27.8 - 35.7,2020,May
Pennsylvania,2020-05-14,2020-05-19,30,26.1,34,26.1 - 34.0,2020,May
Rhode Island,2020-05-14,2020-05-19,26.2,20.9,32,20.9 - 32.0,2020,May
South Carolina,2020-05-14,2020-05-19,31.3,26.6,36.3,26.6 - 36.3,2020,May
South Dakota,2020-05-14,2020-05-19,27.8,21.1,35.2,21.1 - 35.2,2020,May
Tennessee,2020-05-14,2020-05-19,32.5,27.9,37.4,27.9 - 37.4,2020,May
Texas,2020-05-14,2020-05-19,34.8,31.8,37.9,31.8 - 37.9,2020,May
Utah,2020-05-14,2020-05-19,30.3,26.5,34.2,26.5 - 34.2,2020,May
Vermont,2020-05-14,2020-05-19,29.6,25.3,34.2,25.3 - 34.2,2020,May
Virginia,2020-05-14,2020-05-19,32.2,28.5,35.9,28.5 - 35.9,2020,May
Washington,2020-05-14,2020-05-19,33,29.8,36.2,29.8 - 36.2,2020,May
West Virginia,2020-05-14,2020-05-19,34.3,27.4,41.6,27.4 - 41.6,2020,May
Wisconsin,2020-05-14,2020-05-19,28,23,33.4,23.0 - 33.4,2020,May
Wyoming,2020-05-14,2020-05-19,28,21,35.8,21.0 - 35.8,2020,May
Alabama,2020-05-21,2020-05-26,20.9,16.4,26.1,16.4 - 26.1,2020,May
Alaska,2020-05-21,2020-05-26,26.8,22.6,31.3,22.6 - 31.3,2020,May
Arizona,2020-05-21,2020-05-26,25.1,21.2,29.3,21.2 - 29.3,2020,May
Arkansas,2020-05-21,2020-05-26,23.8,19.6,28.4,19.6 - 28.4,2020,May
California,2020-05-21,2020-05-26,26.9,23.5,30.5,23.5 - 30.5,2020,May
Colorado,2020-05-21,2020-05-26,25.5,21.8,29.5,21.8 - 29.5,2020,May
Connecticut,2020-05-21,2020-05-26,21,16.7,25.9,16.7 - 25.9,2020,May
Delaware,2020-05-21,2020-05-26,22.7,18.3,27.6,18.3 - 27.6,2020,May
District of Columbia,2020-05-21,2020-05-26,20.9,15.6,27,15.6 - 27.0,2020,May
Florida,2020-05-21,2020-05-26,28.6,25.8,31.6,25.8 - 31.6,2020,May
Georgia,2020-05-21,2020-05-26,27.7,24.2,31.4,24.2 - 31.4,2020,May
Hawaii,2020-05-21,2020-05-26,18.5,14,23.7,14.0 - 23.7,2020,May
Idaho,2020-05-21,2020-05-26,18.9,14.6,23.8,14.6 - 23.8,2020,May
Illinois,2020-05-21,2020-05-26,24.2,20.5,28.3,20.5 - 28.3,2020,May
Indiana,2020-05-21,2020-05-26,24.8,21.5,28.4,21.5 - 28.4,2020,May
Iowa,2020-05-21,2020-05-26,17.6,13.7,22.1,13.7 - 22.1,2020,May
Kansas,2020-05-21,2020-05-26,25.2,20.9,29.8,20.9 - 29.8,2020,May
Kentucky,2020-05-21,2020-05-26,23.2,19.1,27.8,19.1 - 27.8,2020,May
Louisiana,2020-05-21,2020-05-26,31.1,25.5,37.2,25.5 - 37.2,2020,May
Maine,2020-05-21,2020-05-26,18.5,14.9,22.6,14.9 - 22.6,2020,May
Maryland,2020-05-21,2020-05-26,22.9,19.7,26.5,19.7 - 26.5,2020,May
Massachusetts,2020-05-21,2020-05-26,20.3,16.9,24,16.9 - 24.0,2020,May
Michigan,2020-05-21,2020-05-26,25.1,21.4,29.1,21.4 - 29.1,2020,May
Minnesota,2020-05-21,2020-05-26,17.7,14.1,21.8,14.1 - 21.8,2020,May
Mississippi,2020-05-21,2020-05-26,27.7,24,31.6,24.0 - 31.6,2020,May
Missouri,2020-05-21,2020-05-26,24.3,19.6,29.5,19.6 - 29.5,2020,May
Montana,2020-05-21,2020-05-26,22.2,18.4,26.5,18.4 - 26.5,2020,May
Nebraska,2020-05-21,2020-05-26,17.2,13.9,20.8,13.9 - 20.8,2020,May
Nevada,2020-05-21,2020-05-26,27.1,24.2,30.2,24.2 - 30.2,2020,May
New Hampshire,2020-05-21,2020-05-26,22.2,18.4,26.3,18.4 - 26.3,2020,May
New Jersey,2020-05-21,2020-05-26,22.9,19.4,26.6,19.4 - 26.6,2020,May
New Mexico,2020-05-21,2020-05-26,28.7,24.2,33.5,24.2 - 33.5,2020,May
New York,2020-05-21,2020-05-26,23.7,20,27.8,20.0 - 27.8,2020,May
North Carolina,2020-05-21,2020-05-26,22.1,18.5,26.1,18.5 - 26.1,2020,May
North Dakota,2020-05-21,2020-05-26,19.8,14.8,25.7,14.8 - 25.7,2020,May
Ohio,2020-05-21,2020-05-26,27.4,23.5,31.6,23.5 - 31.6,2020,May
Oklahoma,2020-05-21,2020-05-26,27.5,24.3,30.9,24.3 - 30.9,2020,May
Oregon,2020-05-21,2020-05-26,24.2,21,27.6,21.0 - 27.6,2020,May
Pennsylvania,2020-05-21,2020-05-26,25.9,22.4,29.6,22.4 - 29.6,2020,May
Rhode Island,2020-05-21,2020-05-26,21.4,17.1,26.4,17.1 - 26.4,2020,May
South Carolina,2020-05-21,2020-05-26,21.7,17.3,26.6,17.3 - 26.6,2020,May
South Dakota,2020-05-21,2020-05-26,25.8,21,31.1,21.0 - 31.1,2020,May
Tennessee,2020-05-21,2020-05-26,22.5,19.1,26.1,19.1 - 26.1,2020,May
Texas,2020-05-21,2020-05-26,28.8,25.1,32.8,25.1 - 32.8,2020,May
Utah,2020-05-21,2020-05-26,24.9,20.6,29.5,20.6 - 29.5,2020,May
Vermont,2020-05-21,2020-05-26,19.4,14.8,24.7,14.8 - 24.7,2020,May
Virginia,2020-05-21,2020-05-26,22.3,19.4,25.5,19.4 - 25.5,2020,May
Washington,2020-05-21,2020-05-26,22.2,19.2,25.5,19.2 - 25.5,2020,May
West Virginia,2020-05-21,2020-05-26,22,17.4,27.2,17.4 - 27.2,2020,May
Wisconsin,2020-05-21,2020-05-26,20.8,16.5,25.6,16.5 - 25.6,2020,May
Wyoming,2020-05-21,2020-05-26,18.8,14.5,23.7,14.5 - 23.7,2020,May
Alabama,2020-05-21,2020-05-26,25.2,20.7,30.1,20.7 - 30.1,2020,May
Alaska,2020-05-21,2020-05-26,31.6,27,36.5,27.0 - 36.5,2020,May
Arizona,2020-05-21,2020-05-26,29.3,25.6,33.3,25.6 - 33.3,2020,May
Arkansas,2020-05-21,2020-05-26,28.6,23.1,34.5,23.1 - 34.5,2020,May
California,2020-05-21,2020-05-26,30.4,27.4,33.6,27.4 - 33.6,2020,May
Colorado,2020-05-21,2020-05-26,28.8,25.2,32.6,25.2 - 32.6,2020,May
Connecticut,2020-05-21,2020-05-26,24.7,20.9,28.8,20.9 - 28.8,2020,May
Delaware,2020-05-21,2020-05-26,24.2,19.9,29,19.9 - 29.0,2020,May
District of Columbia,2020-05-21,2020-05-26,29.9,25,35.1,25.0 - 35.1,2020,May
Florida,2020-05-21,2020-05-26,34.1,31.2,37.2,31.2 - 37.2,2020,May
Georgia,2020-05-21,2020-05-26,32.6,28.6,36.8,28.6 - 36.8,2020,May
Hawaii,2020-05-21,2020-05-26,19.6,16.1,23.4,16.1 - 23.4,2020,May
Idaho,2020-05-21,2020-05-26,22.1,17.3,27.5,17.3 - 27.5,2020,May
Illinois,2020-05-21,2020-05-26,30.3,26.2,34.7,26.2 - 34.7,2020,May
Indiana,2020-05-21,2020-05-26,30.5,27.2,34,27.2 - 34.0,2020,May
Iowa,2020-05-21,2020-05-26,20.6,17.1,24.6,17.1 - 24.6,2020,May
Kansas,2020-05-21,2020-05-26,30.1,26.2,34.3,26.2 - 34.3,2020,May
Kentucky,2020-05-21,2020-05-26,30.8,25.8,36.2,25.8 - 36.2,2020,May
Louisiana,2020-05-21,2020-05-26,36,30.8,41.4,30.8 - 41.4,2020,May
Maine,2020-05-21,2020-05-26,24.5,19.8,29.7,19.8 - 29.7,2020,May
Maryland,2020-05-21,2020-05-26,25.8,21.8,30,21.8 - 30.0,2020,May
Massachusetts,2020-05-21,2020-05-26,25.5,22,29.2,22.0 - 29.2,2020,May
Michigan,2020-05-21,2020-05-26,27.5,23.7,31.5,23.7 - 31.5,2020,May
Minnesota,2020-05-21,2020-05-26,22.8,19.4,26.6,19.4 - 26.6,2020,May
Mississippi,2020-05-21,2020-05-26,31.9,27.5,36.5,27.5 - 36.5,2020,May
Missouri,2020-05-21,2020-05-26,29,24.3,34.1,24.3 - 34.1,2020,May
Montana,2020-05-21,2020-05-26,24.3,20,29,20.0 - 29.0,2020,May
Nebraska,2020-05-21,2020-05-26,22.6,19.6,25.7,19.6 - 25.7,2020,May
Nevada,2020-05-21,2020-05-26,35.6,31.6,39.8,31.6 - 39.8,2020,May
New Hampshire,2020-05-21,2020-05-26,24.6,21,28.4,21.0 - 28.4,2020,May
New Jersey,2020-05-21,2020-05-26,26.2,22.3,30.5,22.3 - 30.5,2020,May
New Mexico,2020-05-21,2020-05-26,35.4,30.5,40.6,30.5 - 40.6,2020,May
New York,2020-05-21,2020-05-26,30.6,26.8,34.5,26.8 - 34.5,2020,May
North Carolina,2020-05-21,2020-05-26,27.5,24.1,31.2,24.1 - 31.2,2020,May
North Dakota,2020-05-21,2020-05-26,22.1,17,27.8,17.0 - 27.8,2020,May
Ohio,2020-05-21,2020-05-26,29.8,25.3,34.6,25.3 - 34.6,2020,May
Oklahoma,2020-05-21,2020-05-26,27.3,23.2,31.6,23.2 - 31.6,2020,May
Oregon,2020-05-21,2020-05-26,32.1,28.3,36.2,28.3 - 36.2,2020,May
Pennsylvania,2020-05-21,2020-05-26,28,24.4,31.8,24.4 - 31.8,2020,May
Rhode Island,2020-05-21,2020-05-26,30.6,25.8,35.7,25.8 - 35.7,2020,May
South Carolina,2020-05-21,2020-05-26,27,22.7,31.6,22.7 - 31.6,2020,May
South Dakota,2020-05-21,2020-05-26,30.4,24.6,36.6,24.6 - 36.6,2020,May
Tennessee,2020-05-21,2020-05-26,29.6,25.5,33.9,25.5 - 33.9,2020,May
Texas,2020-05-21,2020-05-26,32.6,29,36.3,29.0 - 36.3,2020,May
Utah,2020-05-21,2020-05-26,25.5,21.9,29.4,21.9 - 29.4,2020,May
Vermont,2020-05-21,2020-05-26,23.3,18.5,28.7,18.5 - 28.7,2020,May
Virginia,2020-05-21,2020-05-26,28.7,25.1,32.5,25.1 - 32.5,2020,May
Washington,2020-05-21,2020-05-26,26.8,23.8,29.9,23.8 - 29.9,2020,May
West Virginia,2020-05-21,2020-05-26,34.5,28.8,40.5,28.8 - 40.5,2020,May
Wisconsin,2020-05-21,2020-05-26,24.7,21,28.6,21.0 - 28.6,2020,May
Wyoming,2020-05-21,2020-05-26,24,19.7,28.8,19.7 - 28.8,2020,May
Alabama,2020-05-21,2020-05-26,28.8,23.9,34,23.9 - 34.0,2020,May
Alaska,2020-05-21,2020-05-26,36.4,31.5,41.4,31.5 - 41.4,2020,May
Arizona,2020-05-21,2020-05-26,35.5,31.3,39.8,31.3 - 39.8,2020,May
Arkansas,2020-05-21,2020-05-26,33.8,28.4,39.6,28.4 - 39.6,2020,May
California,2020-05-21,2020-05-26,36.2,32.8,39.7,32.8 - 39.7,2020,May
Colorado,2020-05-21,2020-05-26,33.5,29.8,37.4,29.8 - 37.4,2020,May
Connecticut,2020-05-21,2020-05-26,28,23.5,32.7,23.5 - 32.7,2020,May
Delaware,2020-05-21,2020-05-26,31.1,26.6,35.9,26.6 - 35.9,2020,May
District of Columbia,2020-05-21,2020-05-26,34.2,28.5,40.2,28.5 - 40.2,2020,May
Florida,2020-05-21,2020-05-26,39.1,36.3,41.9,36.3 - 41.9,2020,May
Georgia,2020-05-21,2020-05-26,37.5,33.3,41.8,33.3 - 41.8,2020,May
Hawaii,2020-05-21,2020-05-26,26.6,21.9,31.7,21.9 - 31.7,2020,May
Idaho,2020-05-21,2020-05-26,24.8,20,30.2,20.0 - 30.2,2020,May
Illinois,2020-05-21,2020-05-26,35.6,30.8,40.5,30.8 - 40.5,2020,May
Indiana,2020-05-21,2020-05-26,35.2,31.8,38.7,31.8 - 38.7,2020,May
Iowa,2020-05-21,2020-05-26,25.9,21.7,30.4,21.7 - 30.4,2020,May
Kansas,2020-05-21,2020-05-26,33.2,29.2,37.4,29.2 - 37.4,2020,May
Kentucky,2020-05-21,2020-05-26,34.7,29.2,40.4,29.2 - 40.4,2020,May
Louisiana,2020-05-21,2020-05-26,41.4,36,47.1,36.0 - 47.1,2020,May
Maine,2020-05-21,2020-05-26,27.8,23.5,32.4,23.5 - 32.4,2020,May
Maryland,2020-05-21,2020-05-26,31.6,27.6,35.9,27.6 - 35.9,2020,May
Massachusetts,2020-05-21,2020-05-26,29.5,25.8,33.4,25.8 - 33.4,2020,May
Michigan,2020-05-21,2020-05-26,32.8,28.7,37,28.7 - 37.0,2020,May
Minnesota,2020-05-21,2020-05-26,26.1,22.4,30,22.4 - 30.0,2020,May
Mississippi,2020-05-21,2020-05-26,37.8,33.1,42.7,33.1 - 42.7,2020,May
Missouri,2020-05-21,2020-05-26,32.9,28.2,37.9,28.2 - 37.9,2020,May
Montana,2020-05-21,2020-05-26,30.7,25.8,36,25.8 - 36.0,2020,May
Nebraska,2020-05-21,2020-05-26,28.1,24.7,31.6,24.7 - 31.6,2020,May
Nevada,2020-05-21,2020-05-26,40.7,36.6,45,36.6 - 45.0,2020,May
New Hampshire,2020-05-21,2020-05-26,31.1,26.9,35.6,26.9 - 35.6,2020,May
New Jersey,2020-05-21,2020-05-26,31.1,27.5,35,27.5 - 35.0,2020,May
New Mexico,2020-05-21,2020-05-26,39.1,34.4,43.9,34.4 - 43.9,2020,May
New York,2020-05-21,2020-05-26,34.4,30.5,38.5,30.5 - 38.5,2020,May
North Carolina,2020-05-21,2020-05-26,32.3,28.5,36.2,28.5 - 36.2,2020,May
North Dakota,2020-05-21,2020-05-26,28.1,22.6,34.2,22.6 - 34.2,2020,May
Ohio,2020-05-21,2020-05-26,34.6,30.9,38.5,30.9 - 38.5,2020,May
Oklahoma,2020-05-21,2020-05-26,32.8,28.9,36.9,28.9 - 36.9,2020,May
Oregon,2020-05-21,2020-05-26,35.3,31.4,39.4,31.4 - 39.4,2020,May
Pennsylvania,2020-05-21,2020-05-26,33.9,30,38,30.0 - 38.0,2020,May
Rhode Island,2020-05-21,2020-05-26,33.8,28.8,39.1,28.8 - 39.1,2020,May
